id_asistencia,id_alumno,id_grupo,fecha_clase,presente
3975,A0060,G1,2024-03-26,no
3976,A0060,G1,2024-04-02,si
3977,A0060,G1,2024-04-02,si
3978,A0060,G1,2024-04-09,si
3979,A0060,G1,2024-04-09,si
3980,A0060,G1,2024-04-16,si
3981,A0060,G1,2024-04-16,no
3982,A0060,G1,2024-04-23,si
3983,A0060,G1,2024-04-23,si
3984,A0060,G1,2024-04-30,si
3985,A0060,G1,2024-04-30,si
3986,A0060,G1,2024-05-07,si
3987,A0060,G1,2024-05-07,si
3988,A0060,G1,2024-05-14,si
3989,A0060,G1,2024-05-14,si
3990,A0060,G1,2024-05-21,si
3991,A0060,G1,2024-05-21,si
3992,A0060,G1,2024-05-28,si
3993,A0060,G1,2024-05-28,si
3994,A0060,G1,2024-06-04,si
3995,A0060,G1,2024-06-04,si
3996,A0060,G1,2024-06-11,si
3997,A0060,G1,2024-06-11,si
3998,A0060,G1,2024-06-18,no
3999,A0060,G1,2024-06-18,si
4000,A0060,G1,2024-06-25,si
4001,A0060,G1,2024-06-25,si
4002,A0060,G1,2024-07-02,si
4003,A0060,G1,2024-07-02,si
4004,A0060,G1,2024-07-09,si
4005,A0060,G1,2024-07-09,si
4006,A0060,G1,2024-07-16,si
4007,A0060,G1,2024-07-16,si
4008,A0060,G1,2024-07-23,si
4009,A0060,G1,2024-07-23,si
4010,A0060,G1,2024-07-30,si
4011,A0060,G1,2024-07-30,si
4012,A0060,G1,2024-08-06,si
4013,A0060,G1,2024-08-06,si
4014,A0060,G1,2024-08-13,no
4015,A0060,G1,2024-08-13,no
4016,A0060,G1,2024-08-20,si
4017,A0060,G1,2024-08-20,no
4018,A0060,G1,2024-08-27,si
4019,A0060,G1,2024-08-27,si
4020,A0060,G1,2024-09-03,si
4021,A0060,G1,2024-09-03,si
4022,A0060,G1,2024-09-10,si
4023,A0060,G1,2024-09-10,si
4024,A0060,G1,2024-09-17,si
4025,A0060,G1,2024-09-17,si
4026,A0060,G1,2024-09-24,si
4027,A0060,G1,2024-09-24,si
4028,A0060,G1,2024-10-01,si
4029,A0060,G1,2024-10-01,si
4030,A0060,G1,2024-10-08,no
4031,A0060,G1,2024-10-08,si
4032,A0060,G1,2024-10-15,si
4033,A0060,G1,2024-10-15,si
4034,A0060,G1,2024-10-22,si
4035,A0060,G1,2024-10-22,si
4036,A0060,G1,2024-10-29,no
4037,A0060,G1,2024-10-29,si
4038,A0060,G1,2024-11-05,no
4039,A0060,G1,2024-11-05,si
4040,A0060,G1,2024-11-12,si
4041,A0060,G1,2024-11-12,si
4042,A0060,G1,2024-11-19,no
4043,A0060,G1,2024-11-19,si
4044,A0060,G1,2024-11-26,no
4045,A0060,G1,2024-11-26,si
4046,A0060,G1,2024-12-03,si
4047,A0060,G1,2024-12-03,si
4048,A0060,G1,2024-12-10,si
4049,A0060,G1,2024-12-10,si
4050,A0060,G1,2024-12-17,si
4051,A0060,G1,2024-12-17,si
4052,A0060,G1,2024-12-24,no
4053,A0060,G1,2024-12-24,si
4054,A0060,G1,2024-12-31,si
4055,A0060,G1,2024-12-31,si
4056,A0060,G1,2025-01-07,si
4057,A0060,G1,2025-01-07,si
4058,A0060,G1,2025-01-14,si
4059,A0060,G1,2025-01-14,si
4060,A0060,G1,2025-01-21,si
4061,A0060,G1,2025-01-21,si
4062,A0060,G1,2025-01-28,si
4063,A0060,G1,2025-01-28,no
4064,A0060,G1,2025-02-04,si
4065,A0060,G1,2025-02-04,si
4066,A0060,G1,2025-02-11,si
4067,A0060,G1,2025-02-11,si
4068,A0060,G1,2025-02-18,si
4069,A0060,G1,2025-02-18,si
4070,A0060,G1,2025-02-25,si
4071,A0060,G1,2025-02-25,si
4072,A0060,G1,2025-03-04,no
4073,A0060,G1,2025-03-04,si
4074,A0060,G1,2025-03-11,no
4075,A0060,G1,2025-03-11,si
4076,A0060,G1,2025-03-18,no
4077,A0060,G1,2025-03-18,si
4078,A0060,G1,2025-03-25,si
4079,A0060,G1,2025-03-25,si
4080,A0060,G1,2025-04-01,si
4081,A0060,G1,2025-04-01,no
4082,A0060,G1,2025-04-08,si
4083,A0060,G1,2025-04-08,si
4084,A0060,G1,2025-04-15,si
4085,A0060,G1,2025-04-15,si
4086,A0060,G1,2025-04-22,si
4087,A0060,G1,2025-04-22,si
4088,A0060,G1,2025-04-29,si
4089,A0060,G1,2025-04-29,si
4090,A0060,G1,2025-05-06,si
4091,A0060,G1,2025-05-06,si
4092,A0060,G1,2025-05-13,no
4093,A0060,G1,2025-05-13,no
4094,A0060,G1,2025-05-20,si
4095,A0060,G1,2025-05-20,si
4096,A0060,G1,2025-05-27,si
4097,A0060,G1,2025-05-27,si
4098,A0060,G1,2025-06-03,si
4099,A0060,G1,2025-06-03,si
4100,A0060,G1,2025-06-10,si
4101,A0060,G1,2025-06-10,si
4102,A0060,G1,2025-06-17,si
4103,A0060,G1,2025-06-17,si
4104,A0060,G1,2025-06-24,si
4105,A0060,G1,2025-06-24,si
4106,A0060,G1,2025-07-01,si
4107,A0060,G1,2025-07-01,si
4108,A0060,G1,2025-07-08,si
4109,A0060,G1,2025-07-08,si
4110,A0060,G1,2025-07-15,si
4111,A0060,G1,2025-07-15,si
4112,A0060,G1,2025-07-22,si
4113,A0060,G1,2025-07-22,si
4114,A0060,G1,2025-07-29,no
4115,A0060,G1,2025-07-29,si
4116,A0060,G1,2025-08-05,si
4117,A0060,G1,2025-08-05,si
4118,A0060,G1,2025-08-12,si
4119,A0060,G1,2025-08-12,si
4120,A0061,G1,2024-04-07,si
4121,A0061,G1,2024-04-07,si
4122,A0061,G1,2024-04-14,si
4123,A0061,G1,2024-04-14,si
4124,A0061,G1,2024-04-21,si
4125,A0061,G1,2024-04-21,si
4126,A0061,G1,2024-04-28,si
4127,A0061,G1,2024-04-28,si
4128,A0061,G1,2024-05-05,si
4129,A0061,G1,2024-05-05,si
4130,A0061,G1,2024-05-12,si
4131,A0061,G1,2024-05-12,si
4132,A0061,G1,2024-05-19,si
4133,A0061,G1,2024-05-19,si
4134,A0061,G1,2024-05-26,no
4135,A0061,G1,2024-05-26,si
4136,A0061,G1,2024-06-02,si
4137,A0061,G1,2024-06-02,si
4138,A0061,G1,2024-06-09,si
4139,A0061,G1,2024-06-09,si
4140,A0061,G1,2024-06-16,si
4141,A0061,G1,2024-06-16,si
4142,A0061,G1,2024-06-23,si
4143,A0061,G1,2024-06-23,si
4144,A0061,G1,2024-06-30,si
4145,A0061,G1,2024-06-30,si
4146,A0061,G1,2024-07-07,si
4147,A0061,G1,2024-07-07,si
4148,A0061,G1,2024-07-14,si
4149,A0061,G1,2024-07-14,si
4150,A0061,G1,2024-07-21,si
4151,A0061,G1,2024-07-21,si
4152,A0061,G1,2024-07-28,si
4153,A0061,G1,2024-07-28,si
4154,A0061,G1,2024-08-04,si
4155,A0061,G1,2024-08-04,si
4156,A0061,G1,2024-08-11,si
4157,A0061,G1,2024-08-11,no
4158,A0061,G1,2024-08-18,si
4159,A0061,G1,2024-08-18,si
4160,A0061,G1,2024-08-25,si
4161,A0061,G1,2024-08-25,no
4162,A0061,G1,2024-09-01,si
4163,A0061,G1,2024-09-01,si
4164,A0061,G1,2024-09-08,si
4165,A0061,G1,2024-09-08,si
4166,A0061,G1,2024-09-15,si
4167,A0061,G1,2024-09-15,si
4168,A0061,G1,2024-09-22,si
4169,A0061,G1,2024-09-22,no
4170,A0061,G1,2024-09-29,si
4171,A0061,G1,2024-09-29,si
4172,A0061,G1,2024-10-06,si
4173,A0061,G1,2024-10-06,no
4174,A0061,G1,2024-10-13,si
4175,A0061,G1,2024-10-13,si
4176,A0061,G1,2024-10-20,si
4177,A0061,G1,2024-10-20,no
4178,A0061,G1,2024-10-27,si
4179,A0061,G1,2024-10-27,no
4180,A0061,G1,2024-11-03,si
4181,A0061,G1,2024-11-03,si
4182,A0061,G1,2024-11-10,no
4183,A0061,G1,2024-11-10,si
4184,A0061,G1,2024-11-17,si
4185,A0061,G1,2024-11-17,si
4186,A0061,G1,2024-11-24,si
4187,A0061,G1,2024-11-24,no
4188,A0061,G1,2024-12-01,si
4189,A0061,G1,2024-12-01,si
4190,A0061,G1,2024-12-08,si
4191,A0061,G1,2024-12-08,no
4192,A0061,G1,2024-12-15,si
4193,A0061,G1,2024-12-15,si
4194,A0061,G1,2024-12-22,si
4195,A0061,G1,2024-12-22,si
4196,A0061,G1,2024-12-29,si
4197,A0061,G1,2024-12-29,si
4198,A0061,G1,2025-01-05,si
4199,A0061,G1,2025-01-05,no
4200,A0061,G1,2025-01-12,no
4201,A0061,G1,2025-01-12,si
4202,A0061,G1,2025-01-19,si
4203,A0061,G1,2025-01-19,si
4204,A0061,G1,2025-01-26,si
4205,A0061,G1,2025-01-26,no
4206,A0061,G1,2025-02-02,no
4207,A0061,G1,2025-02-02,no
4208,A0061,G1,2025-02-09,no
4209,A0061,G1,2025-02-09,si
4210,A0061,G1,2025-02-16,si
4211,A0061,G1,2025-02-16,si
4212,A0061,G1,2025-02-23,si
4213,A0061,G1,2025-02-23,si
4214,A0061,G1,2025-03-02,si
4215,A0061,G1,2025-03-02,si
4216,A0061,G1,2025-03-09,no
4217,A0061,G1,2025-03-09,si
4218,A0061,G1,2025-03-16,si
4219,A0061,G1,2025-03-16,si
4220,A0061,G1,2025-03-23,si
4221,A0061,G1,2025-03-23,si
4222,A0061,G1,2025-03-30,si
4223,A0061,G1,2025-03-30,si
4224,A0061,G1,2025-04-06,si
4225,A0061,G1,2025-04-06,si
4226,A0061,G1,2025-04-13,si
4227,A0061,G1,2025-04-13,si
4228,A0061,G1,2025-04-20,si
4229,A0061,G1,2025-04-20,si
4230,A0061,G1,2025-04-27,si
4231,A0061,G1,2025-04-27,no
4232,A0061,G1,2025-05-04,no
4233,A0061,G1,2025-05-04,si
4234,A0061,G1,2025-05-11,no
4235,A0061,G1,2025-05-11,si
4236,A0061,G1,2025-05-18,si
4237,A0061,G1,2025-05-18,si
4238,A0061,G1,2025-05-25,si
4239,A0061,G1,2025-05-25,si
4240,A0061,G1,2025-06-01,si
4241,A0061,G1,2025-06-01,si
4242,A0061,G1,2025-06-08,si
4243,A0061,G1,2025-06-08,si
4244,A0061,G1,2025-06-15,si
4245,A0061,G1,2025-06-15,si
4246,A0061,G1,2025-06-22,si
4247,A0061,G1,2025-06-22,no
4248,A0061,G1,2025-06-29,no
4249,A0061,G1,2025-06-29,si
4250,A0061,G1,2025-07-06,si
4251,A0061,G1,2025-07-06,si
4252,A0061,G1,2025-07-13,si
4253,A0061,G1,2025-07-13,si
4254,A0061,G1,2025-07-20,si
4255,A0061,G1,2025-07-20,si
4256,A0061,G1,2025-07-27,si
4257,A0061,G1,2025-07-27,si
4258,A0061,G1,2025-08-03,no
4259,A0061,G1,2025-08-03,si
4260,A0061,G1,2025-08-10,si
4261,A0061,G1,2025-08-10,si
4262,A0061,G1,2025-08-17,si
4263,A0061,G1,2025-08-17,si
4264,A0062,G2,2025-06-21,si
4265,A0062,G2,2025-06-21,si
4266,A0062,G2,2025-06-28,si
4267,A0062,G2,2025-06-28,si
4268,A0062,G2,2025-07-05,si
4269,A0062,G2,2025-07-05,si
4270,A0062,G2,2025-07-12,si
4271,A0062,G2,2025-07-12,si
4272,A0062,G2,2025-07-19,si
4273,A0062,G2,2025-07-19,si
4274,A0062,G2,2025-07-26,si
4275,A0062,G2,2025-07-26,si
4276,A0062,G2,2025-08-02,si
4277,A0062,G2,2025-08-02,no
4278,A0062,G2,2025-08-09,no
4279,A0062,G2,2025-08-09,no
4280,A0062,G2,2025-08-16,si
4281,A0062,G2,2025-08-16,si
4282,A0063,G2,2024-09-06,si
4283,A0063,G2,2024-09-06,si
4284,A0063,G2,2024-09-13,si
4285,A0063,G2,2024-09-13,no
4286,A0063,G2,2024-09-20,si
4287,A0063,G2,2024-09-20,si
4288,A0063,G2,2024-09-27,si
4289,A0063,G2,2024-09-27,no
4290,A0063,G2,2024-10-04,no
4291,A0063,G2,2024-10-04,si
4292,A0063,G2,2024-10-11,si
4293,A0063,G2,2024-10-11,si
4294,A0063,G2,2024-10-18,si
4295,A0063,G2,2024-10-18,si
4296,A0063,G2,2024-10-25,si
4297,A0063,G2,2024-10-25,no
4298,A0063,G2,2024-11-01,si
4299,A0063,G2,2024-11-01,si
4300,A0063,G2,2024-11-08,si
4301,A0063,G2,2024-11-08,si
4302,A0063,G2,2024-11-15,si
4303,A0063,G2,2024-11-15,si
4304,A0063,G2,2024-11-22,si
4305,A0063,G2,2024-11-22,no
4306,A0063,G2,2024-11-29,no
4307,A0063,G2,2024-11-29,si
4308,A0063,G2,2024-12-06,si
4309,A0063,G2,2024-12-06,no
4310,A0063,G2,2024-12-13,si
4311,A0063,G2,2024-12-13,si
4312,A0063,G2,2024-12-20,si
4313,A0063,G2,2024-12-20,no
4314,A0063,G2,2024-12-27,si
4315,A0063,G2,2024-12-27,si
4316,A0063,G2,2025-01-03,no
4317,A0063,G2,2025-01-03,si
4318,A0063,G2,2025-01-10,si
4319,A0063,G2,2025-01-10,si
4320,A0063,G2,2025-01-17,si
4321,A0063,G2,2025-01-17,no
4322,A0063,G2,2025-01-24,si
4323,A0063,G2,2025-01-24,no
4324,A0063,G2,2025-01-31,si
4325,A0063,G2,2025-01-31,si
4326,A0063,G2,2025-02-07,si
4327,A0063,G2,2025-02-07,si
4328,A0063,G2,2025-02-14,si
4329,A0063,G2,2025-02-14,si
4330,A0063,G2,2025-02-21,no
4331,A0063,G2,2025-02-21,si
4332,A0063,G2,2025-02-28,si
4333,A0063,G2,2025-02-28,si
4334,A0063,G2,2025-03-07,si
4335,A0063,G2,2025-03-07,si
4336,A0063,G2,2025-03-14,no
4337,A0063,G2,2025-03-14,no
4338,A0063,G2,2025-03-21,no
4339,A0063,G2,2025-03-21,si
4340,A0063,G2,2025-03-28,si
4341,A0063,G2,2025-03-28,si
4342,A0063,G2,2025-04-04,si
4343,A0063,G2,2025-04-04,si
4344,A0063,G2,2025-04-11,si
4345,A0063,G2,2025-04-11,si
4346,A0063,G2,2025-04-18,si
4347,A0063,G2,2025-04-18,si
4348,A0063,G2,2025-04-25,si
4349,A0063,G2,2025-04-25,si
4350,A0063,G2,2025-05-02,si
4351,A0063,G2,2025-05-02,no
4352,A0063,G2,2025-05-09,si
4353,A0063,G2,2025-05-09,si
4354,A0063,G2,2025-05-16,si
4355,A0063,G2,2025-05-16,si
4356,A0063,G2,2025-05-23,si
4357,A0063,G2,2025-05-23,si
4358,A0063,G2,2025-05-30,no
4359,A0063,G2,2025-05-30,no
4360,A0063,G2,2025-06-06,si
4361,A0063,G2,2025-06-06,si
4362,A0063,G2,2025-06-13,no
4363,A0063,G2,2025-06-13,si
4364,A0063,G2,2025-06-20,si
4365,A0063,G2,2025-06-20,no
4366,A0064,G6,2024-11-26,no
4367,A0064,G6,2024-12-03,si
4368,A0064,G6,2024-12-10,si
4369,A0064,G6,2024-12-17,no
4370,A0064,G6,2024-12-24,no
4371,A0064,G6,2024-12-31,si
4372,A0064,G6,2025-01-07,si
4373,A0064,G6,2025-01-14,si
4374,A0064,G6,2025-01-21,si
4375,A0064,G6,2025-01-28,no
4376,A0064,G6,2025-02-04,no
4377,A0064,G6,2025-02-11,no
4378,A0064,G6,2025-02-18,no
4379,A0064,G6,2025-02-25,si
4380,A0065,G2,2024-07-14,si
4381,A0065,G2,2024-07-14,si
4382,A0065,G2,2024-07-21,si
4383,A0065,G2,2024-07-21,si
4384,A0065,G2,2024-07-28,si
4385,A0065,G2,2024-07-28,no
4386,A0065,G2,2024-08-04,si
4387,A0065,G2,2024-08-04,si
4388,A0065,G2,2024-08-11,si
4389,A0065,G2,2024-08-11,si
4390,A0065,G2,2024-08-18,si
4391,A0065,G2,2024-08-18,si
4392,A0065,G2,2024-08-25,si
4393,A0065,G2,2024-08-25,si
4394,A0065,G2,2024-09-01,si
4395,A0065,G2,2024-09-01,si
4396,A0065,G2,2024-09-08,si
4397,A0065,G2,2024-09-08,si
4398,A0065,G2,2024-09-15,si
4399,A0065,G2,2024-09-15,si
4400,A0065,G2,2024-09-22,no
4401,A0065,G2,2024-09-22,si
4402,A0065,G2,2024-09-29,si
4403,A0065,G2,2024-09-29,si
4404,A0065,G2,2024-10-06,si
4405,A0065,G2,2024-10-06,si
4406,A0065,G2,2024-10-13,si
4407,A0065,G2,2024-10-13,no
4408,A0065,G2,2024-10-20,si
4409,A0065,G2,2024-10-20,si
4410,A0065,G2,2024-10-27,si
4411,A0065,G2,2024-10-27,si
4412,A0065,G2,2024-11-03,si
4413,A0065,G2,2024-11-03,no
4414,A0065,G2,2024-11-10,si
4415,A0065,G2,2024-11-10,si
4416,A0065,G2,2024-11-17,si
4417,A0065,G2,2024-11-17,si
4418,A0065,G2,2024-11-24,si
4419,A0065,G2,2024-11-24,si
4420,A0065,G2,2024-12-01,no
4421,A0065,G2,2024-12-01,si
4422,A0065,G2,2024-12-08,si
4423,A0065,G2,2024-12-08,si
4424,A0065,G2,2024-12-15,si
4425,A0065,G2,2024-12-15,si
4426,A0065,G2,2024-12-22,no
4427,A0065,G2,2024-12-22,no
4428,A0065,G2,2024-12-29,no
4429,A0065,G2,2024-12-29,si
4430,A0065,G2,2025-01-05,no
4431,A0065,G2,2025-01-05,no
4432,A0066,G6,2025-05-11,no
4433,A0066,G6,2025-05-18,no
4434,A0066,G6,2025-05-25,si
4435,A0066,G6,2025-06-01,no
4436,A0067,G3,2024-03-23,si
4437,A0067,G3,2024-03-30,si
4438,A0067,G3,2024-04-06,si
4439,A0067,G3,2024-04-13,no
4440,A0067,G3,2024-04-20,si
4441,A0067,G3,2024-04-27,si
4442,A0067,G3,2024-05-04,si
4443,A0067,G3,2024-05-11,si
4444,A0067,G3,2024-05-18,si
4445,A0067,G3,2024-05-25,no
4446,A0067,G3,2024-06-01,si
4447,A0067,G3,2024-06-08,si
4448,A0067,G3,2024-06-15,si
4449,A0067,G3,2024-06-22,si
4450,A0067,G3,2024-06-29,si
4451,A0067,G3,2024-07-06,si
4452,A0067,G3,2024-07-13,si
4453,A0067,G3,2024-07-20,si
4454,A0067,G3,2024-07-27,si
4455,A0067,G3,2024-08-03,si
4456,A0067,G3,2024-08-10,si
4457,A0067,G3,2024-08-17,si
4458,A0067,G3,2024-08-24,si
4459,A0067,G3,2024-08-31,si
4460,A0067,G3,2024-09-07,si
4461,A0067,G3,2024-09-14,si
4462,A0067,G3,2024-09-21,si
4463,A0067,G3,2024-09-28,si
4464,A0067,G3,2024-10-05,si
4465,A0067,G3,2024-10-12,si
4466,A0067,G3,2024-10-19,si
4467,A0067,G3,2024-10-26,si
4468,A0067,G3,2024-11-02,si
4469,A0067,G3,2024-11-09,si
4470,A0067,G3,2024-11-16,si
4471,A0067,G3,2024-11-23,no
4472,A0067,G3,2024-11-30,si
4473,A0067,G3,2024-12-07,si
4474,A0067,G3,2024-12-14,si
4475,A0067,G3,2024-12-21,no
4476,A0067,G3,2024-12-28,si
4477,A0067,G3,2025-01-04,si
4478,A0067,G3,2025-01-11,si
4479,A0067,G3,2025-01-18,si
4480,A0067,G3,2025-01-25,si
4481,A0067,G3,2025-02-01,no
4482,A0067,G3,2025-02-08,no
4483,A0067,G3,2025-02-15,no
4484,A0067,G3,2025-02-22,no
4485,A0068,G4,2024-12-08,si
4486,A0068,G4,2024-12-08,no
4487,A0068,G4,2024-12-15,si
4488,A0068,G4,2024-12-15,si
4489,A0068,G4,2024-12-22,si
4490,A0068,G4,2024-12-22,si
4491,A0068,G4,2024-12-29,si
4492,A0068,G4,2024-12-29,si
4493,A0068,G4,2025-01-05,si
4494,A0068,G4,2025-01-05,si
4495,A0068,G4,2025-01-12,no
4496,A0068,G4,2025-01-12,si
4497,A0068,G4,2025-01-19,si
4498,A0068,G4,2025-01-19,si
4499,A0068,G4,2025-01-26,si
4500,A0068,G4,2025-01-26,si
4501,A0068,G4,2025-02-02,si
4502,A0068,G4,2025-02-02,si
4503,A0068,G4,2025-02-09,si
4504,A0068,G4,2025-02-09,si
4505,A0068,G4,2025-02-16,si
4506,A0068,G4,2025-02-16,si
4507,A0068,G4,2025-02-23,si
4508,A0068,G4,2025-02-23,si
4509,A0068,G4,2025-03-02,no
4510,A0068,G4,2025-03-02,si
4511,A0068,G4,2025-03-09,si
4512,A0068,G4,2025-03-09,si
4513,A0068,G4,2025-03-16,no
4514,A0068,G4,2025-03-16,si
4515,A0068,G4,2025-03-23,si
4516,A0068,G4,2025-03-23,si
4517,A0068,G4,2025-03-30,si
4518,A0068,G4,2025-03-30,si
4519,A0068,G4,2025-04-06,si
4520,A0068,G4,2025-04-06,si
4521,A0068,G4,2025-04-13,si
4522,A0068,G4,2025-04-13,si
4523,A0068,G4,2025-04-20,si
4524,A0068,G4,2025-04-20,si
4525,A0068,G4,2025-04-27,no
4526,A0068,G4,2025-04-27,si
4527,A0068,G4,2025-05-04,si
4528,A0068,G4,2025-05-04,si
4529,A0068,G4,2025-05-11,no
4530,A0068,G4,2025-05-11,si
4531,A0068,G4,2025-05-18,si
4532,A0068,G4,2025-05-18,si
4533,A0068,G4,2025-05-25,si
4534,A0068,G4,2025-05-25,no
4535,A0068,G4,2025-06-01,si
4536,A0068,G4,2025-06-01,no
4537,A0068,G4,2025-06-08,si
4538,A0068,G4,2025-06-08,si
4539,A0068,G4,2025-06-15,si
4540,A0068,G4,2025-06-15,no
4541,A0068,G4,2025-06-22,si
4542,A0068,G4,2025-06-22,si
4543,A0068,G4,2025-06-29,si
4544,A0068,G4,2025-06-29,si
4545,A0068,G4,2025-07-06,no
4546,A0068,G4,2025-07-06,si
4547,A0068,G4,2025-07-13,no
4548,A0068,G4,2025-07-13,si
4549,A0068,G4,2025-07-20,si
4550,A0068,G4,2025-07-20,si
4551,A0068,G4,2025-07-27,si
4552,A0068,G4,2025-07-27,si
4553,A0068,G4,2025-08-03,si
4554,A0068,G4,2025-08-03,si
4555,A0068,G4,2025-08-10,si
4556,A0068,G4,2025-08-10,si
4557,A0068,G4,2025-08-17,si
4558,A0068,G4,2025-08-17,si
4559,A0069,G1,2024-04-08,si
4560,A0069,G1,2024-04-08,si
4561,A0069,G1,2024-04-15,si
4562,A0069,G1,2024-04-15,si
4563,A0069,G1,2024-04-22,no
4564,A0069,G1,2024-04-22,si
4565,A0069,G1,2024-04-29,si
4566,A0069,G1,2024-04-29,si
4567,A0069,G1,2024-05-06,si
4568,A0069,G1,2024-05-06,si
4569,A0069,G1,2024-05-13,no
4570,A0069,G1,2024-05-13,si
4571,A0069,G1,2024-05-20,si
4572,A0069,G1,2024-05-20,si
4573,A0069,G1,2024-05-27,si
4574,A0069,G1,2024-05-27,no
4575,A0069,G1,2024-06-03,si
4576,A0069,G1,2024-06-03,si
4577,A0069,G1,2024-06-10,si
4578,A0069,G1,2024-06-10,no
4579,A0069,G1,2024-06-17,si
4580,A0069,G1,2024-06-17,si
4581,A0069,G1,2024-06-24,si
4582,A0069,G1,2024-06-24,si
4583,A0069,G1,2024-07-01,si
4584,A0069,G1,2024-07-01,no
4585,A0069,G1,2024-07-08,si
4586,A0069,G1,2024-07-08,si
4587,A0069,G1,2024-07-15,si
4588,A0069,G1,2024-07-15,si
4589,A0069,G1,2024-07-22,si
4590,A0069,G1,2024-07-22,si
4591,A0069,G1,2024-07-29,si
4592,A0069,G1,2024-07-29,si
4593,A0069,G1,2024-08-05,si
4594,A0069,G1,2024-08-05,no
4595,A0069,G1,2024-08-12,si
4596,A0069,G1,2024-08-12,si
4597,A0069,G1,2024-08-19,si
4598,A0069,G1,2024-08-19,si
4599,A0069,G1,2024-08-26,si
4600,A0069,G1,2024-08-26,si
4601,A0069,G1,2024-09-02,si
4602,A0069,G1,2024-09-02,si
4603,A0069,G1,2024-09-09,si
4604,A0069,G1,2024-09-09,si
4605,A0069,G1,2024-09-16,no
4606,A0069,G1,2024-09-16,si
4607,A0069,G1,2024-09-23,no
4608,A0069,G1,2024-09-23,si
4609,A0069,G1,2024-09-30,si
4610,A0069,G1,2024-09-30,si
4611,A0069,G1,2024-10-07,no
4612,A0069,G1,2024-10-07,si
4613,A0069,G1,2024-10-14,no
4614,A0069,G1,2024-10-14,si
4615,A0069,G1,2024-10-21,si
4616,A0069,G1,2024-10-21,si
4617,A0069,G1,2024-10-28,si
4618,A0069,G1,2024-10-28,si
4619,A0069,G1,2024-11-04,si
4620,A0069,G1,2024-11-04,si
4621,A0069,G1,2024-11-11,si
4622,A0069,G1,2024-11-11,si
4623,A0069,G1,2024-11-18,si
4624,A0069,G1,2024-11-18,si
4625,A0069,G1,2024-11-25,si
4626,A0069,G1,2024-11-25,si
4627,A0069,G1,2024-12-02,si
4628,A0069,G1,2024-12-02,si
4629,A0069,G1,2024-12-09,si
4630,A0069,G1,2024-12-09,si
4631,A0069,G1,2024-12-16,si
4632,A0069,G1,2024-12-16,si
4633,A0069,G1,2024-12-23,si
4634,A0069,G1,2024-12-23,si
4635,A0069,G1,2024-12-30,si
4636,A0069,G1,2024-12-30,si
4637,A0069,G1,2025-01-06,si
4638,A0069,G1,2025-01-06,si
4639,A0069,G1,2025-01-13,si
4640,A0069,G1,2025-01-13,no
4641,A0069,G1,2025-01-20,si
4642,A0069,G1,2025-01-20,si
4643,A0069,G1,2025-01-27,si
4644,A0069,G1,2025-01-27,si
4645,A0069,G1,2025-02-03,si
4646,A0069,G1,2025-02-03,si
4647,A0069,G1,2025-02-10,si
4648,A0069,G1,2025-02-10,si
4649,A0069,G1,2025-02-17,si
4650,A0069,G1,2025-02-17,si
4651,A0069,G1,2025-02-24,si
4652,A0069,G1,2025-02-24,si
4653,A0069,G1,2025-03-03,si
4654,A0069,G1,2025-03-03,si
4655,A0069,G1,2025-03-10,si
4656,A0069,G1,2025-03-10,si
4657,A0069,G1,2025-03-17,si
4658,A0069,G1,2025-03-17,si
4659,A0069,G1,2025-03-24,si
4660,A0069,G1,2025-03-24,si
4661,A0069,G1,2025-03-31,si
4662,A0069,G1,2025-03-31,si
4663,A0069,G1,2025-04-07,si
4664,A0069,G1,2025-04-07,si
4665,A0069,G1,2025-04-14,si
4666,A0069,G1,2025-04-14,si
4667,A0069,G1,2025-04-21,si
4668,A0069,G1,2025-04-21,si
4669,A0069,G1,2025-04-28,si
4670,A0069,G1,2025-04-28,si
4671,A0069,G1,2025-05-05,si
4672,A0069,G1,2025-05-05,si
4673,A0069,G1,2025-05-12,si
4674,A0069,G1,2025-05-12,si
4675,A0069,G1,2025-05-19,no
4676,A0069,G1,2025-05-19,si
4677,A0069,G1,2025-05-26,si
4678,A0069,G1,2025-05-26,si
4679,A0069,G1,2025-06-02,no
4680,A0069,G1,2025-06-02,no
4681,A0069,G1,2025-06-09,si
4682,A0069,G1,2025-06-09,no
4683,A0069,G1,2025-06-16,no
4684,A0069,G1,2025-06-16,si
4685,A0069,G1,2025-06-23,si
4686,A0069,G1,2025-06-23,si
4687,A0069,G1,2025-06-30,si
4688,A0069,G1,2025-06-30,no
4689,A0069,G1,2025-07-07,si
4690,A0069,G1,2025-07-07,no
4691,A0069,G1,2025-07-14,no
4692,A0069,G1,2025-07-14,si
4693,A0069,G1,2025-07-21,si
4694,A0069,G1,2025-07-21,no
4695,A0069,G1,2025-07-28,si
4696,A0069,G1,2025-07-28,si
4697,A0069,G1,2025-08-04,si
4698,A0069,G1,2025-08-04,si
4699,A0069,G1,2025-08-11,si
4700,A0069,G1,2025-08-11,si
4701,A0070,G2,2024-12-05,si
4702,A0070,G2,2024-12-05,si
4703,A0070,G2,2024-12-12,si
4704,A0070,G2,2024-12-12,si
4705,A0070,G2,2024-12-19,si
4706,A0070,G2,2024-12-19,si
4707,A0070,G2,2024-12-26,no
4708,A0070,G2,2024-12-26,no
4709,A0070,G2,2025-01-02,si
